Date,Actual Price,Predicted Price
2010-12-09 15:03:05.268265,123.9,125.13
2010-12-10 15:03:05.268265,122.75,121.64
2010-12-11 15:03:05.268265,122.99,122.25
2010-12-12 15:03:05.268265,125.65,125.08
2010-12-13 15:03:05.268265,125.85,123.62
2010-12-14 15:03:05.268265,126.0,124.75
2010-12-15 15:03:05.268265,128.41,127.97
2010-12-16 15:03:05.268265,127.59,129.92
2010-12-17 15:03:05.268265,129.62,131.13
2010-12-18 15:03:05.268265,130.08,130.49
2010-12-19 15:03:05.268265,127.6,127.69
2010-12-20 15:03:05.268265,126.05,125.35
2010-12-21 15:03:05.268265,125.91,124.5
2010-12-22 15:03:05.268265,126.07,123.87
2010-12-23 15:03:05.268265,126.6,127.99
2010-12-24 15:03:05.268265,124.83,125.51
2010-12-25 15:03:05.268265,124.67,126.67
2010-12-26 15:03:05.268265,125.42,127.89
2010-12-27 15:03:05.268265,126.12,125.74
2010-12-28 15:03:05.268265,127.11,126.4
2010-12-29 15:03:05.268265,126.26,126.06
2010-12-30 15:03:05.268265,125.15,125.67
2010-12-31 15:03:05.268265,122.52,123.37
2011-01-01 15:03:05.268265,120.57,120.54
2011-01-02 15:03:05.268265,123.03,125.14
2011-01-03 15:03:05.268265,124.87,127.18
2011-01-04 15:03:05.268265,125.2,126.69
2011-01-05 15:03:05.268265,126.1,124.67
2011-01-06 15:03:05.268265,125.68,126.29
2011-01-07 15:03:05.268265,126.87,127.59
2011-01-08 15:03:05.268265,126.97,128.59
2011-01-09 15:03:05.268265,129.5,127.43
2011-01-10 15:03:05.268265,129.54,129.4
2011-01-11 15:03:05.268265,130.12,130.4
2011-01-12 15:03:05.268265,130.59,131.41
2011-01-13 15:03:05.268265,132.2,131.27
2011-01-14 15:03:05.268265,134.35,133.21
2011-01-15 15:03:05.268265,132.42,134.23
2011-01-16 15:03:05.268265,132.77,132.45
2011-01-17 15:03:05.268265,132.12,130.08
2011-01-18 15:03:05.268265,134.1,134.94
2011-01-19 15:03:05.268265,128.43,128.23
2011-01-20 15:03:05.268265,132.09,131.79
2011-01-21 15:03:05.268265,129.25,126.71
2011-01-22 15:03:05.268265,128.75,128.58
2011-01-23 15:03:05.268265,128.49,129.26
2011-01-24 15:03:05.268265,128.82,128.06
2011-01-25 15:03:05.268265,130.57,132.32
2011-01-26 15:03:05.268265,129.65,128.67
2011-01-27 15:03:05.268265,131.34,131.52
2011-01-28 15:03:05.268265,133.3,132.81
2011-01-29 15:03:05.268265,132.03,133.04
2011-01-30 15:03:05.268265,133.24,135.27
2011-01-31 15:03:05.268265,134.79,132.45
2011-02-01 15:03:05.268265,136.58,135.91
2011-02-02 15:03:05.268265,135.73,136.22
2011-02-03 15:03:05.268265,133.82,134.92
2011-02-04 15:03:05.268265,132.22,133.32
2011-02-05 15:03:05.268265,135.29,134.32
2011-02-06 15:03:05.268265,135.86,133.38
2011-02-07 15:03:05.268265,133.04,131.58
2011-02-08 15:03:05.268265,134.58,135.54
2011-02-09 15:03:05.268265,136.09,135.27
2011-02-10 15:03:05.268265,137.14,137.74
2011-02-11 15:03:05.268265,136.37,133.68
2011-02-12 15:03:05.268265,135.53,136.76
2011-02-13 15:03:05.268265,135.73,133.94
2011-02-14 15:03:05.268265,137.71,138.32
2011-02-15 15:03:05.268265,139.06,137.09
2011-02-16 15:03:05.268265,137.41,137.09
2011-02-17 15:03:05.268265,139.29,140.37
2011-02-18 15:03:05.268265,138.83,140.66
2011-02-19 15:03:05.268265,138.78,138.79
2011-02-20 15:03:05.268265,140.8,142.3
2011-02-21 15:03:05.268265,142.49,140.06
2011-02-22 15:03:05.268265,142.93,145.42
2011-02-23 15:03:05.268265,144.06,146.48
2011-02-24 15:03:05.268265,143.18,141.75
2011-02-25 15:03:05.268265,142.99,141.57
2011-02-26 15:03:05.268265,143.7,141.05
2011-02-27 15:03:05.268265,146.55,148.25
2011-02-28 15:03:05.268265,145.07,144.81
2011-03-01 15:03:05.268265,146.28,147.72
2011-03-02 15:03:05.268265,146.74,145.65
2011-03-03 15:03:05.268265,146.71,146.05
2011-03-04 15:03:05.268265,145.53,144.4
2011-03-05 15:03:05.268265,146.3,147.11
2011-03-06 15:03:05.268265,147.48,147.07
2011-03-07 15:03:05.268265,149.65,149.2
2011-03-08 15:03:05.268265,152.02,153.33
2011-03-09 15:03:05.268265,150.97,151.15
2011-03-10 15:03:05.268265,151.62,153.39
2011-03-11 15:03:05.268265,151.62,148.69
2011-03-12 15:03:05.268265,152.32,153.0
2011-03-13 15:03:05.268265,152.25,152.88
2011-03-14 15:03:05.268265,150.83,153.29
2011-03-15 15:03:05.268265,149.87,150.53
2011-03-16 15:03:05.268265,149.19,151.59
2011-03-17 15:03:05.268265,149.76,147.18
2011-03-18 15:03:05.268265,148.74,148.93
2011-03-19 15:03:05.268265,150.93,148.65
2011-03-20 15:03:05.268265,150.08,151.95
2011-03-21 15:03:05.268265,150.1,153.1
2011-03-22 15:03:05.268265,149.61,147.32
2011-03-23 15:03:05.268265,149.51,151.95
2011-03-24 15:03:05.268265,148.64,148.12
2011-03-25 15:03:05.268265,148.04,145.19
2011-03-26 15:03:05.268265,149.35,148.1
2011-03-27 15:03:05.268265,148.37,150.56
2011-03-28 15:03:05.268265,147.19,148.65
2011-03-29 15:03:05.268265,144.97,144.83
2011-03-30 15:03:05.268265,145.39,143.12
2011-03-31 15:03:05.268265,144.47,144.83
2011-04-01 15:03:05.268265,142.6,145.16
2011-04-02 15:03:05.268265,143.24,143.78
2011-04-03 15:03:05.268265,143.61,142.99
2011-04-04 15:03:05.268265,144.89,145.1
2011-04-05 15:03:05.268265,145.07,143.38
2011-04-06 15:03:05.268265,144.56,144.96
2011-04-07 15:03:05.268265,145.14,147.23
2011-04-08 15:03:05.268265,141.53,141.49
2011-04-09 15:03:05.268265,140.87,142.48
2011-04-10 15:03:05.268265,141.3,142.47
2011-04-11 15:03:05.268265,144.71,146.98
2011-04-12 15:03:05.268265,144.48,145.03
2011-04-13 15:03:05.268265,143.32,145.99
2011-04-14 15:03:05.268265,142.51,143.2
2011-04-15 15:03:05.268265,143.5,142.07
2011-04-16 15:03:05.268265,144.7,143.3
2011-04-17 15:03:05.268265,146.1,143.65
2011-04-18 15:03:05.268265,144.65,147.47
2011-04-19 15:03:05.268265,142.53,141.74
2011-04-20 15:03:05.268265,144.53,144.18
2011-04-21 15:03:05.268265,144.67,143.05
2011-04-22 15:03:05.268265,143.54,145.19
2011-04-23 15:03:05.268265,143.18,144.4
2011-04-24 15:03:05.268265,145.99,147.09
2011-04-25 15:03:05.268265,146.85,145.39
2011-04-26 15:03:05.268265,148.74,146.29
2011-04-27 15:03:05.268265,151.29,154.18
2011-04-28 15:03:05.268265,150.61,153.24
2011-04-29 15:03:05.268265,149.96,151.48
2011-04-30 15:03:05.268265,151.97,150.25
2011-05-01 15:03:05.268265,154.69,151.99
2011-05-02 15:03:05.268265,154.36,156.52
2011-05-03 15:03:05.268265,150.86,149.09
2011-05-04 15:03:05.268265,150.32,148.5
2011-05-05 15:03:05.268265,152.65,150.86
2011-05-06 15:03:05.268265,151.42,152.4
2011-05-07 15:03:05.268265,148.53,150.15
2011-05-08 15:03:05.268265,145.74,148.51
2011-05-09 15:03:05.268265,145.12,147.06
2011-05-10 15:03:05.268265,142.65,141.93
2011-05-11 15:03:05.268265,144.49,143.72
2011-05-12 15:03:05.268265,144.89,144.27
2011-05-13 15:03:05.268265,144.39,142.89
2011-05-14 15:03:05.268265,143.93,145.99
2011-05-15 15:03:05.268265,144.67,142.38
2011-05-16 15:03:05.268265,145.6,142.95
2011-05-17 15:03:05.268265,147.55,148.47
2011-05-18 15:03:05.268265,145.63,144.18
2011-05-19 15:03:05.268265,146.23,148.83
2011-05-20 15:03:05.268265,149.71,146.75
2011-05-21 15:03:05.268265,147.84,150.75
2011-05-22 15:03:05.268265,149.91,150.73
2011-05-23 15:03:05.268265,148.95,147.29
2011-05-24 15:03:05.268265,148.78,147.96
2011-05-25 15:03:05.268265,151.58,151.52
2011-05-26 15:03:05.268265,150.72,148.07
2011-05-27 15:03:05.268265,151.92,151.89
2011-05-28 15:03:05.268265,154.32,155.57
2011-05-29 15:03:05.268265,156.53,159.4
2011-05-30 15:03:05.268265,157.59,157.0
2011-05-31 15:03:05.268265,159.47,162.12
2011-06-01 15:03:05.268265,157.76,155.77
2011-06-02 15:03:05.268265,158.19,157.56
2011-06-03 15:03:05.268265,156.65,156.12
2011-06-04 15:03:05.268265,155.49,154.01
2011-06-05 15:03:05.268265,155.81,154.0
2011-06-06 15:03:05.268265,156.74,157.19
2011-06-07 15:03:05.268265,157.26,158.89
2011-06-08 15:03:05.268265,159.14,158.01
2011-06-09 15:03:05.268265,160.08,160.21
2011-06-10 15:03:05.268265,160.32,159.7
2011-06-11 15:03:05.268265,161.96,164.61
2011-06-12 15:03:05.268265,163.07,163.22
2011-06-13 15:03:05.268265,161.98,161.91
2011-06-14 15:03:05.268265,163.63,162.95
2011-06-15 15:03:05.268265,163.71,163.77
2011-06-16 15:03:05.268265,161.8,159.59
2011-06-17 15:03:05.268265,160.27,160.86
2011-06-18 15:03:05.268265,163.25,166.27
2011-06-19 15:03:05.268265,163.71,161.4
2011-06-20 15:03:05.268265,161.73,163.11
2011-06-21 15:03:05.268265,162.08,164.23
2011-06-22 15:03:05.268265,158.58,161.32
2011-06-23 15:03:05.268265,158.72,158.34
2011-06-24 15:03:05.268265,159.03,156.89
2011-06-25 15:03:05.268265,155.12,157.04
2011-06-26 15:03:05.268265,155.84,157.37
2011-06-27 15:03:05.268265,156.37,153.99
2011-06-28 15:03:05.268265,154.88,154.56
2011-06-29 15:03:05.268265,155.16,154.44
2011-06-30 15:03:05.268265,153.78,156.52
2011-07-01 15:03:05.268265,152.98,152.32
2011-07-02 15:03:05.268265,154.76,156.25
2011-07-03 15:03:05.268265,156.31,156.44
2011-07-04 15:03:05.268265,156.67,153.63
2011-07-05 15:03:05.268265,154.99,153.69
2011-07-06 15:03:05.268265,151.75,154.66
2011-07-07 15:03:05.268265,152.74,151.61
2011-07-08 15:03:05.268265,151.93,150.91
2011-07-09 15:03:05.268265,153.39,152.25
2011-07-10 15:03:05.268265,152.38,151.63
2011-07-11 15:03:05.268265,155.41,156.68
2011-07-12 15:03:05.268265,156.28,158.34
2011-07-13 15:03:05.268265,157.54,157.13
2011-07-14 15:03:05.268265,159.1,162.13
2011-07-15 15:03:05.268265,159.63,157.7
2011-07-16 15:03:05.268265,159.01,162.09
2011-07-17 15:03:05.268265,158.47,159.93
2011-07-18 15:03:05.268265,159.44,156.94
2011-07-19 15:03:05.268265,157.42,155.21
2011-07-20 15:03:05.268265,157.84,155.46
2011-07-21 15:03:05.268265,160.06,163.08
2011-07-22 15:03:05.268265,161.02,163.95
2011-07-23 15:03:05.268265,162.07,160.16
2011-07-24 15:03:05.268265,160.87,163.8
2011-07-25 15:03:05.268265,160.97,159.15
2011-07-26 15:03:05.268265,161.74,162.19
2011-07-27 15:03:05.268265,161.93,162.75
2011-07-28 15:03:05.268265,163.19,162.09
2011-07-29 15:03:05.268265,162.47,163.47
2011-07-30 15:03:05.268265,159.08,160.09
2011-07-31 15:03:05.268265,160.91,163.65
2011-08-01 15:03:05.268265,160.42,159.12
2011-08-02 15:03:05.268265,160.84,162.55
2011-08-03 15:03:05.268265,160.08,161.12
2011-08-04 15:03:05.268265,161.44,161.29
2011-08-05 15:03:05.268265,162.32,161.7
2011-08-06 15:03:05.268265,162.47,163.89
2011-08-07 15:03:05.268265,163.22,162.01
2011-08-08 15:03:05.268265,164.25,164.7
2011-08-09 15:03:05.268265,163.58,166.72
2011-08-10 15:03:05.268265,164.36,166.36
2011-08-11 15:03:05.268265,165.03,162.83
2011-08-12 15:03:05.268265,163.66,164.03
2011-08-13 15:03:05.268265,161.22,163.96
2011-08-14 15:03:05.268265,160.07,161.66
2011-08-15 15:03:05.268265,160.53,159.55
2011-08-16 15:03:05.268265,159.66,160.47
2011-08-17 15:03:05.268265,159.77,159.25
2011-08-18 15:03:05.268265,161.14,164.28
2011-08-19 15:03:05.268265,160.99,161.09
2011-08-20 15:03:05.268265,161.58,163.84
2011-08-21 15:03:05.268265,161.91,159.8
2011-08-22 15:03:05.268265,160.17,161.65
2011-08-23 15:03:05.268265,159.73,159.56
2011-08-24 15:03:05.268265,160.69,163.42
2011-08-25 15:03:05.268265,161.45,161.54
2011-08-26 15:03:05.268265,162.43,163.94
2011-08-27 15:03:05.268265,162.0,160.86
2011-08-28 15:03:05.268265,164.16,162.44
2011-08-29 15:03:05.268265,163.45,160.71
2011-08-30 15:03:05.268265,164.75,167.73
2011-08-31 15:03:05.268265,166.86,169.98
2011-09-01 15:03:05.268265,166.02,168.46
2011-09-02 15:03:05.268265,165.67,163.44
2011-09-03 15:03:05.268265,165.93,162.68
2011-09-04 15:03:05.268265,167.6,165.38
2011-09-05 15:03:05.268265,168.34,167.61
2011-09-06 15:03:05.268265,171.99,173.46
2011-09-07 15:03:05.268265,172.44,174.78
2011-09-08 15:03:05.268265,175.33,174.25
2011-09-09 15:03:05.268265,176.76,175.08
2011-09-10 15:03:05.268265,175.31,173.66
2011-09-11 15:03:05.268265,172.84,170.97
2011-09-12 15:03:05.268265,172.43,175.59
2011-09-13 15:03:05.268265,171.73,172.57
2011-09-14 15:03:05.268265,172.47,170.97
2011-09-15 15:03:05.268265,171.68,172.0
2011-09-16 15:03:05.268265,171.66,171.63
2011-09-17 15:03:05.268265,171.59,174.25
2011-09-18 15:03:05.268265,170.82,167.56
2011-09-19 15:03:05.268265,172.17,170.05
2011-09-20 15:03:05.268265,173.38,176.4
2011-09-21 15:03:05.268265,172.54,173.08
2011-09-22 15:03:05.268265,171.3,172.25
2011-09-23 15:03:05.268265,172.65,175.9
2011-09-24 15:03:05.268265,174.7,175.67
2011-09-25 15:03:05.268265,174.07,176.25
2011-09-26 15:03:05.268265,176.4,175.93
2011-09-27 15:03:05.268265,175.25,177.19
2011-09-28 15:03:05.268265,177.0,178.18
2011-09-29 15:03:05.268265,174.9,173.98
2011-09-30 15:03:05.268265,172.79,171.25
2011-10-01 15:03:05.268265,173.55,176.75
2011-10-02 15:03:05.268265,173.94,174.18
2011-10-03 15:03:05.268265,173.21,175.34
2011-10-04 15:03:05.268265,173.76,176.09
2011-10-05 15:03:05.268265,173.72,173.06
2011-10-06 15:03:05.268265,176.34,179.78
2011-10-07 15:03:05.268265,176.27,173.4
2011-10-08 15:03:05.268265,178.08,175.36
2011-10-09 15:03:05.268265,179.76,179.8
2011-10-10 15:03:05.268265,179.93,180.2
2011-10-11 15:03:05.268265,183.68,181.71
2011-10-12 15:03:05.268265,185.95,189.12
2011-10-13 15:03:05.268265,184.67,186.02
2011-10-14 15:03:05.268265,182.44,182.14
2011-10-15 15:03:05.268265,184.52,181.94
2011-10-16 15:03:05.268265,186.54,186.93
2011-10-17 15:03:05.268265,187.72,185.68
2011-10-18 15:03:05.268265,187.45,188.36
2011-10-19 15:03:05.268265,186.78,186.01
2011-10-20 15:03:05.268265,186.57,185.24
2011-10-21 15:03:05.268265,185.95,182.92
2011-10-22 15:03:05.268265,185.8,184.81
2011-10-23 15:03:05.268265,184.85,185.67
2011-10-24 15:03:05.268265,185.45,185.71
2011-10-25 15:03:05.268265,186.27,185.51
2011-10-26 15:03:05.268265,186.91,186.43
2011-10-27 15:03:05.268265,188.02,186.83
2011-10-28 15:03:05.268265,189.43,186.34
2011-10-29 15:03:05.268265,190.11,187.66
2011-10-30 15:03:05.268265,189.47,193.11
2011-10-31 15:03:05.268265,189.69,191.06
2011-11-01 15:03:05.268265,188.42,191.62
2011-11-02 15:03:05.268265,190.42,189.18
2011-11-03 15:03:05.268265,191.41,191.68
2011-11-04 15:03:05.268265,190.99,193.51
2011-11-05 15:03:05.268265,194.72,192.7
2011-11-06 15:03:05.268265,196.6,197.33
2011-11-07 15:03:05.268265,198.45,194.64
2011-11-08 15:03:05.268265,201.25,200.83
2011-11-09 15:03:05.268265,202.07,202.08
2011-11-10 15:03:05.268265,202.73,206.25
2011-11-11 15:03:05.268265,201.98,200.35
2011-11-12 15:03:05.268265,202.65,201.78
2011-11-13 15:03:05.268265,203.14,204.99
2011-11-14 15:03:05.268265,203.29,199.87
2011-11-15 15:03:05.268265,200.57,203.92
2011-11-16 15:03:05.268265,200.95,203.96
2011-11-17 15:03:05.268265,202.54,202.36
2011-11-18 15:03:05.268265,201.6,205.6
2011-11-19 15:03:05.268265,201.25,198.39
2011-11-20 15:03:05.268265,201.12,198.09
2011-11-21 15:03:05.268265,200.57,198.69
2011-11-22 15:03:05.268265,201.3,203.61
2011-11-23 15:03:05.268265,201.76,200.05
2011-11-24 15:03:05.268265,201.87,202.8
2011-11-25 15:03:05.268265,203.68,204.25
2011-11-26 15:03:05.268265,204.62,208.54
2011-11-27 15:03:05.268265,206.13,202.15
2011-11-28 15:03:05.268265,201.66,201.09
2011-11-29 15:03:05.268265,202.35,202.12
2011-11-30 15:03:05.268265,204.06,207.6
2011-12-01 15:03:05.268265,203.39,201.14
2011-12-02 15:03:05.268265,203.17,204.8
2011-12-03 15:03:05.268265,202.99,201.08
2011-12-04 15:03:05.268265,202.0,201.32
2011-12-05 15:03:05.268265,201.55,199.08
2011-12-06 15:03:05.268265,200.49,197.04
2011-12-07 15:03:05.268265,201.11,199.99
2011-12-08 15:03:05.268265,202.61,206.0
2011-12-09 15:03:05.268265,202.76,201.36
2011-12-10 15:03:05.268265,200.34,198.09
2011-12-11 15:03:05.268265,201.03,197.57
2011-12-12 15:03:05.268265,202.66,201.25
2011-12-13 15:03:05.268265,203.29,199.78
2011-12-14 15:03:05.268265,201.42,202.64
2011-12-15 15:03:05.268265,201.02,203.98
2011-12-16 15:03:05.268265,202.23,200.12
2011-12-17 15:03:05.268265,203.52,204.54
2011-12-18 15:03:05.268265,204.71,205.88
2011-12-19 15:03:05.268265,204.76,206.48
2011-12-20 15:03:05.268265,201.82,198.23
2011-12-21 15:03:05.268265,201.98,202.89
2011-12-22 15:03:05.268265,202.38,199.19
2011-12-23 15:03:05.268265,202.1,205.15
2011-12-24 15:03:05.268265,203.58,203.07
2011-12-25 15:03:05.268265,202.68,204.19
2011-12-26 15:03:05.268265,200.23,201.22
2011-12-27 15:03:05.268265,200.25,196.3
2011-12-28 15:03:05.268265,201.23,198.14
2011-12-29 15:03:05.268265,201.26,203.15
2011-12-30 15:03:05.268265,198.67,198.32
2011-12-31 15:03:05.268265,198.16,195.22
2012-01-01 15:03:05.268265,196.7,199.96
2012-01-02 15:03:05.268265,197.7,194.99
2012-01-03 15:03:05.268265,195.47,191.92
2012-01-04 15:03:05.268265,193.19,193.28
2012-01-05 15:03:05.268265,194.34,191.36
2012-01-06 15:03:05.268265,194.71,195.52
2012-01-07 15:03:05.268265,195.45,198.92
2012-01-08 15:03:05.268265,195.34,198.72
2012-01-09 15:03:05.268265,195.42,198.64
2012-01-10 15:03:05.268265,196.73,196.86
2012-01-11 15:03:05.268265,197.52,200.12
2012-01-12 15:03:05.268265,197.91,200.31
2012-01-13 15:03:05.268265,198.64,199.58
2012-01-14 15:03:05.268265,197.11,196.93
2012-01-15 15:03:05.268265,198.62,199.1
2012-01-16 15:03:05.268265,197.6,195.97
2012-01-17 15:03:05.268265,198.4,196.99
2012-01-18 15:03:05.268265,197.51,198.72
2012-01-19 15:03:05.268265,198.43,195.76
2012-01-20 15:03:05.268265,200.22,198.14
2012-01-21 15:03:05.268265,199.37,196.53
2012-01-22 15:03:05.268265,200.53,197.81
2012-01-23 15:03:05.268265,201.79,200.79
2012-01-24 15:03:05.268265,200.54,203.93
2012-01-25 15:03:05.268265,198.91,201.37
2012-01-26 15:03:05.268265,200.82,197.66
2012-01-27 15:03:05.268265,199.24,199.13
2012-01-28 15:03:05.268265,200.22,200.45
2012-01-29 15:03:05.268265,200.44,204.15
2012-01-30 15:03:05.268265,201.61,203.23
2012-01-31 15:03:05.268265,200.26,200.54
2012-02-01 15:03:05.268265,200.85,200.36
2012-02-02 15:03:05.268265,200.67,204.64
2012-02-03 15:03:05.268265,198.0,201.86
2012-02-04 15:03:05.268265,198.96,199.51
2012-02-05 15:03:05.268265,199.35,196.57
2012-02-06 15:03:05.268265,198.29,195.12
2012-02-07 15:03:05.268265,200.46,203.6
2012-02-08 15:03:05.268265,198.73,195.67
2012-02-09 15:03:05.268265,199.89,197.4
2012-02-10 15:03:05.268265,197.49,196.84
2012-02-11 15:03:05.268265,198.93,195.14
2012-02-12 15:03:05.268265,193.47,193.13
2012-02-13 15:03:05.268265,193.9,191.91
2012-02-14 15:03:05.268265,194.76,198.61
2012-02-15 15:03:05.268265,193.62,196.8
2012-02-16 15:03:05.268265,193.54,194.71
2012-02-17 15:03:05.268265,194.6,198.33
2012-02-18 15:03:05.268265,195.56,198.37
2012-02-19 15:03:05.268265,195.44,196.94
2012-02-20 15:03:05.268265,194.32,196.39
2012-02-21 15:03:05.268265,198.06,200.77
2012-02-22 15:03:05.268265,196.06,195.52
2012-02-23 15:03:05.268265,193.93,193.55
2012-02-24 15:03:05.268265,195.58,198.69
2012-02-25 15:03:05.268265,194.56,196.16
2012-02-26 15:03:05.268265,196.15,198.26
2012-02-27 15:03:05.268265,195.19,193.61
2012-02-28 15:03:05.268265,194.68,196.79
2012-02-29 15:03:05.268265,195.21,192.37
2012-03-01 15:03:05.268265,195.75,195.25
2012-03-02 15:03:05.268265,195.24,194.59
2012-03-03 15:03:05.268265,195.78,196.76
2012-03-04 15:03:05.268265,193.74,195.43
2012-03-05 15:03:05.268265,194.74,193.67
2012-03-06 15:03:05.268265,192.26,195.7
2012-03-07 15:03:05.268265,192.23,193.89
2012-03-08 15:03:05.268265,193.33,195.59
2012-03-09 15:03:05.268265,193.33,193.65
2012-03-10 15:03:05.268265,194.24,190.48
2012-03-11 15:03:05.268265,196.43,196.71
2012-03-12 15:03:05.268265,196.67,193.75
2012-03-13 15:03:05.268265,196.54,199.05
2012-03-14 15:03:05.268265,196.64,197.97
2012-03-15 15:03:05.268265,196.7,193.06
2012-03-16 15:03:05.268265,196.68,195.83
2012-03-17 15:03:05.268265,198.05,200.13
2012-03-18 15:03:05.268265,199.12,196.74
2012-03-19 15:03:05.268265,199.01,195.16
2012-03-20 15:03:05.268265,195.53,198.97
2012-03-21 15:03:05.268265,195.17,197.39
2012-03-22 15:03:05.268265,192.66,192.69
2012-03-23 15:03:05.268265,191.11,188.83
2012-03-24 15:03:05.268265,188.29,185.86
2012-03-25 15:03:05.268265,186.46,185.9
2012-03-26 15:03:05.268265,187.36,185.11
2012-03-27 15:03:05.268265,187.94,188.81
2012-03-28 15:03:05.268265,191.07,192.78
2012-03-29 15:03:05.268265,192.92,195.65
2012-03-30 15:03:05.268265,193.67,193.55
2012-03-31 15:03:05.268265,192.58,191.06
2012-04-01 15:03:05.268265,192.57,189.86
2012-04-02 15:03:05.268265,192.14,192.98
2012-04-03 15:03:05.268265,193.09,194.94
2012-04-04 15:03:05.268265,192.58,189.68
2012-04-05 15:03:05.268265,193.13,189.52
2012-04-06 15:03:05.268265,193.31,195.29
2012-04-07 15:03:05.268265,192.29,189.83
2012-04-08 15:03:05.268265,193.65,195.81
2012-04-09 15:03:05.268265,195.78,194.5
2012-04-10 15:03:05.268265,194.82,192.0
2012-04-11 15:03:05.268265,197.18,198.21
2012-04-12 15:03:05.268265,197.03,196.39
2012-04-13 15:03:05.268265,195.68,196.27
2012-04-14 15:03:05.268265,194.29,194.84
2012-04-15 15:03:05.268265,194.48,196.26
2012-04-16 15:03:05.268265,195.59,194.0
2012-04-17 15:03:05.268265,195.56,196.81
2012-04-18 15:03:05.268265,196.58,194.15
2012-04-19 15:03:05.268265,195.74,191.98
2012-04-20 15:03:05.268265,196.86,192.99
2012-04-21 15:03:05.268265,197.11,198.26
2012-04-22 15:03:05.268265,198.92,195.94
